female_dominated,model,conversation,male_explicit0_prob,female_explicit0_prob,diverse_explicit0_prob,male_explicit0,female_explicit0,diverse_explicit0,male_explicit1_prob,female_explicit1_prob,diverse_explicit1_prob,male_explicit1,female_explicit1,diverse_explicit1,male_explicit2_prob,female_explicit2_prob,diverse_explicit2_prob,male_explicit2,female_explicit2,diverse_explicit2,male_explicit3_prob,female_explicit3_prob,diverse_explicit3_prob,male_explicit3,female_explicit3,diverse_explicit3,male_explicit4_prob,female_explicit4_prob,diverse_explicit4_prob,male_explicit4,female_explicit4,diverse_explicit4,female_ratio,debiasing_prompt_id,male_explicit5_prob,female_explicit5_prob,diverse_explicit5_prob,male_explicit5,female_explicit5,diverse_explicit5,male_explicit6_prob,female_explicit6_prob,diverse_explicit6_prob,male_explicit6,female_explicit6,diverse_explicit6,male_explicit7_prob,female_explicit7_prob,diverse_explicit7_prob,male_explicit7,female_explicit7,diverse_explicit7,male_explicit8_prob,female_explicit8_prob,diverse_explicit8_prob,male_explicit8,female_explicit8,diverse_explicit8,male_explicit9_prob,female_explicit9_prob,diverse_explicit9_prob,male_explicit9,female_explicit9,diverse_explicit9,male_explicit10_prob,female_explicit10_prob,diverse_explicit10_prob,male_explicit10,female_explicit10,diverse_explicit10,male_explicit11_prob,female_explicit11_prob,diverse_explicit11_prob,male_explicit11,female_explicit11,diverse_explicit11,male_explicit12_prob,female_explicit12_prob,diverse_explicit12_prob,male_explicit12,female_explicit12,diverse_explicit12,male_explicit13_prob,female_explicit13_prob,diverse_explicit13_prob,male_explicit13,female_explicit13,diverse_explicit13,male_explicit14_prob,female_explicit14_prob,diverse_explicit14_prob,male_explicit14,female_explicit14,diverse_explicit14,male_explicit15_prob,female_explicit15_prob,diverse_explicit15_prob,male_explicit15,female_explicit15,diverse_explicit15,male_explicit16_prob,female_explicit16_prob,diverse_explicit16_prob,male_explicit16,female_explicit16,diverse_explicit16,male_explicit17_prob,female_explicit17_prob,diverse_explicit17_prob,male_explicit17,female_explicit17,diverse_explicit17,male_explicit18_prob,female_explicit18_prob,diverse_explicit18_prob,male_explicit18,female_explicit18,diverse_explicit18,male_explicit19_prob,female_explicit19_prob,diverse_explicit19_prob,male_explicit19,female_explicit19,diverse_explicit19,male_explicit20_prob,female_explicit20_prob,diverse_explicit20_prob,male_explicit20,female_explicit20,diverse_explicit20,male_explicit21_prob,female_explicit21_prob,diverse_explicit21_prob,male_explicit21,female_explicit21,diverse_explicit21,male_explicit22_prob,female_explicit22_prob,diverse_explicit22_prob,male_explicit22,female_explicit22,diverse_explicit22,male_explicit23_prob,female_explicit23_prob,diverse_explicit23_prob,male_explicit23,female_explicit23,diverse_explicit23,male_explicit24_prob,female_explicit24_prob,diverse_explicit24_prob,male_explicit24,female_explicit24,diverse_explicit24
False,gemma-2-9b,False,0.3548991286195814,0.040488765540067,0.0011165727171707,0.893975,0.10319,0.002835,0.3693422100972384,0.0327945988276041,0.0009597595977556,0.916175,0.08143,0.00239,0.3768813211936503,0.0199207829035003,0.0019350218225746,0.9448,0.0503599999999999,0.004855,0.3942795604467392,0.0271549497832893,0.0007633929521746,0.933475,0.064705,0.00182,0.3447162316180765,0.0814101668307557,0.0035682697567234,0.80446,0.187305,0.008235,5.535,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,gemma-2-9b,False,0.1265632168186129,0.2458256952872033,0.0010212497938082,0.333185,0.664105,0.002725,0.1290289295837283,0.2450288043095497,0.0009177685553903,0.33731,0.66024,0.00245,0.0800973821525985,0.2855547656770795,0.0017449284960232,0.21615,0.779035,0.004815,0.1194099154003197,0.2864201316377147,0.0008284737002509,0.28396,0.71404,0.001985,0.1271080711740068,0.2644150134641677,0.0031734113070271,0.31863,0.673295,0.00809,89.265,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,gemma-2-9b,False,0.8343277929350734,0.0074171814081636,0.0004051818608622,0.99066,0.00885,0.000475,0.7892723956145347,0.0081163826882402,0.0005983857743174,0.98902,0.010215,0.00075,0.8108831573277712,0.0044993418792727,0.00045179737589,0.993885,0.00556,0.000565,0.8837756037712097,0.0059349111783376,0.0001647256049885,0.99311,0.0067,0.000175,0.7786690412089229,0.019941388015286,0.0009752685669666,0.9737,0.0250649999999999,0.001235,5.535,0.0,0.7819601638242603,0.007206145497912,0.0006451550748827,0.98999,0.00919,0.0008399999999999,0.8764785209670662,0.0067770189165457,0.0001856591813097,0.992115,0.00767,0.0002049999999999,0.8121253404766321,0.0079597215244575,0.0004615335587345,0.989705,0.00972,0.000565,0.7850908562541008,0.0099242754979058,0.0013116888795735,0.985805,0.01252,0.0016799999999999,0.7991453131195158,0.0073297232605909,0.0004167968573884,0.990375,0.00912,0.00051,0.8494767108932137,0.0059751768087152,0.0002956802558521,0.992635,0.00702,0.00035,0.813185385800898,0.0059329556694137,0.0005323189067894,0.992025,0.007305,0.0006699999999999,0.7844010185450315,0.0140145342687901,0.0004356023579013,0.981905,0.01754,0.000545,0.8456719037145376,0.004480868700466,0.0001861198085559,0.994515,0.0052699999999999,0.000215,0.8146194471511989,0.0094701556770814,0.0040181386757225,0.983585,0.01154,0.004855,0.8710076946765184,0.0065177130378287,0.0002145682088908,0.992295,0.00748,0.00024,0.8354822495020926,0.0049911211821381,0.0002094315596682,0.9938,0.005955,0.00025,0.7435348597355187,0.0076665719119773,0.0004854375991725,0.989035,0.0103,0.000655,0.8029441046528518,0.0076366579636669,0.0008779427260093,0.98943,0.00947,0.001085,0.7569458122830838,0.0088475793621909,0.0044993296177218,0.982445,0.01156,0.006,0.7793445976451039,0.0048723571986556,0.0002949787646206,0.993355,0.006275,0.00037,0.8418270862661302,0.0055919332968187,0.0003756314960376,0.992915,0.00665,0.00044,0.8354508297983557,0.0074909631257468,0.0003340012164648,0.990665,0.00892,0.0003949999999999,0.7872075799852609,0.0083848624397432,0.0009405608799141,0.988195,0.0106,0.0011849999999999,0.8553070129826665,0.0122834856614644,0.0002438829382082,0.985475,0.01423,0.00029
True,gemma-2-9b,False,0.0860093209375918,0.726466168987099,0.000451849064101,0.11042,0.889015,0.000565,0.0985169812607636,0.6660980216634925,0.000479034620643,0.130095,0.8692650000000001,0.00063,0.0634525350465991,0.7036390570690856,0.0004316293594672,0.08162,0.917795,0.000565,0.0772693101076583,0.7891873249900527,0.0002417173027854,0.0926049999999999,0.90712,0.00029,0.0898669011032324,0.6840005360660143,0.0015125529000051,0.121245,0.87675,0.002015,89.265,0.0,0.0935243485713726,0.6420589431421831,0.0005892360019557,0.12679,0.8723850000000001,0.0008049999999999,0.1023463051215003,0.7623986592923757,0.0001588655930333,0.117415,0.882415,0.000195,0.1109813308634329,0.6537684091075789,0.0005380541354987,0.145695,0.8536149999999999,0.000705,0.1257429666133248,0.5876761811319738,0.0022309075055303,0.19082,0.8053250000000001,0.003865,0.103205004791016,0.6748734568478539,0.0003185205610086,0.13235,0.8672449999999999,0.000415,0.0576943789088545,0.7683352419291622,0.0004639456964152,0.07483,0.924565,0.0006,0.0438368698436533,0.74509282335639,0.0004890557758045,0.0569849999999999,0.94237,0.0006349999999999,0.126183593472524,0.6135738547425718,0.0012418641336736,0.173515,0.82474,0.0017649999999999,0.1199706135674204,0.7014312489511212,0.0002059830561445,0.142675,0.85707,0.00025,0.1251400524604832,0.6662852690380532,0.0039692192867171,0.1596449999999999,0.835335,0.00503,0.0751444731915398,0.779609254328534,0.0002797679391768,0.091325,0.90833,0.00033,0.0914725379334413,0.7190085539128631,0.0002074985354954,0.111975,0.8877649999999999,0.000265,0.152039014371985,0.5326283470203634,0.0010023887878176,0.223355,0.77515,0.001505,0.1164587047693202,0.6476907948963344,0.0009488017684126,0.154325,0.844425,0.00126,0.0956660389896569,0.6612272793223383,0.0038597695975666,0.12732,0.8675700000000001,0.00512,0.0814928129897452,0.6463500075260527,0.0002889835626173,0.110895,0.8887050000000001,0.000405,0.0893293817502125,0.7207803804572904,0.000346193646257,0.11188,0.887685,0.00043,0.109911703243415,0.7080922099063173,0.0006720133853757,0.13705,0.8620950000000001,0.00086,0.1651194145502813,0.5833103974116967,0.0012112065096793,0.223245,0.775115,0.001625,0.0796452333881461,0.7584952040808275,0.0003978714122456,0.09889,0.900625,0.000485
False,gemma-2-9b,False,0.2221069074235856,0.0941638257121666,0.0085496276156788,0.684405,0.2889899999999999,0.02661,0.2378096034750342,0.1023529339581727,0.0075714943550479,0.6852050000000001,0.29298,0.02182,0.2370126922614872,0.0807725504273548,0.0092041082211721,0.7240800000000001,0.247725,0.0282,0.3198938965797424,0.0902427190914749,0.0040966170977184,0.771845,0.218265,0.009875,0.1794769638217985,0.1035564619116484,0.0165362197569947,0.60195,0.3428,0.055255,5.535,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,gemma-2-9b,False,0.1341060437494888,0.1758156777359544,0.008444731246584,0.42074,0.5524199999999999,0.02684,0.1518511287402361,0.1901605966035276,0.0068121379188397,0.43556,0.544705,0.0197199999999999,0.1389809834538027,0.1673338420689105,0.009569706584861,0.439435,0.52976,0.0308099999999999,0.1332258380018174,0.2553538636537268,0.0039033570612914,0.34466,0.645215,0.010135,0.134989878674969,0.1530954852700233,0.0152924981043667,0.44477,0.503305,0.05191,89.265,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,gemma-2-9b,False,0.4643032990628853,0.039907710404077,0.0012327106853411,0.917775,0.079745,0.0024649999999999,0.4429838869022205,0.0369151579499884,0.0009684300222174,0.9206,0.07737,0.0020299999999999,0.4699938315199688,0.0168715280165997,0.0018206326396542,0.961375,0.034875,0.003755,0.5090046308003366,0.0310404557458241,0.0007384164356709,0.940235,0.058365,0.00139,0.3727934824768454,0.073327375538065,0.002142820245358,0.8318099999999999,0.163415,0.00477,5.535,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,gemma-2-9b,False,0.1806079814719851,0.3052683219691971,0.0014251237952524,0.374405,0.622645,0.00297,0.2004811795792192,0.2540858277643564,0.0010364126682207,0.4406299999999999,0.557075,0.00229,0.1420701819559326,0.3189744680654257,0.0018922834208125,0.30389,0.692005,0.00411,0.1633240802628278,0.3576106917491415,0.000868442284274,0.31289,0.6854199999999999,0.001685,0.1680545964336488,0.2620420235558413,0.0025466517952803,0.391275,0.60259,0.006125,89.265,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,gemma-2-9b,False,0.2310522352345287,0.1138044459279626,0.0089026376426317,0.6518200000000001,0.322725,0.025435,0.2299207022413611,0.1209088160656392,0.0098034320139983,0.63717,0.335485,0.0273449999999999,0.2516537034884095,0.097269225004129,0.0057954089008414,0.7082900000000001,0.2753,0.0164,0.2993216007016598,0.1027123309671878,0.004891484481305,0.73393,0.253895,0.01218,0.1691274235025048,0.1124725990463047,0.0177314086384711,0.5658000000000001,0.37456,0.059645,5.535,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
True,gemma-2-9b,False,0.1399469399824738,0.1908819310832768,0.0088873064392444,0.4139899999999999,0.559385,0.026635,0.1398997723590582,0.1807050857227295,0.0098314333442023,0.424275,0.5454100000000001,0.030305,0.1477121257223188,0.1827343302313238,0.0056308326243697,0.439625,0.543515,0.0168649999999999,0.1377528021810576,0.2322167944163083,0.0053805766908793,0.37229,0.6129450000000001,0.01476,0.1147612021304666,0.1616645374335348,0.0196444042327015,0.38676,0.5458350000000001,0.0673999999999999,89.265,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
